"Start"	"End"	"Segment"	"NGS_read_count"
389	1840	"PB1"	1
428	2077	"PB1"	1
369	2113	"PB1"	1
450	1946	"PB1"	1
351	1886	"PB1"	1
289	1816	"PB1"	1
419	1997	"PB1"	1
245	1955	"PB1"	1
202	1861	"PB1"	1
141	1860	"PB1"	1
165	1855	"PB1"	1
396	1800	"PB1"	1
228	2028	"PB1"	1
220	2081	"PB1"	1
477	1911	"PB1"	1
386	1798	"PB1"	1
265	1771	"PB1"	1
470	1798	"PB1"	1
94	1960	"PB1"	1
368	2051	"PB1"	1
119	2081	"PB1"	1
354	1915	"PB1"	1
314	2083	"PB1"	1
412	1998	"PB1"	1
477	1766	"PB1"	1
257	1825	"PB1"	1
429	2163	"PB1"	1
393	2095	"PB1"	1
440	2118	"PB1"	1
224	2077	"PB1"	1
207	1802	"PB1"	1
369	1844	"PB1"	1
403	1867	"PB1"	1
118	1781	"PB1"	1
264	2140	"PB1"	1
198	1891	"PB1"	1
220	1928	"PB1"	1
137	1805	"PB1"	1
182	2021	"PB1"	1
301	1788	"PB1"	1
460	1782	"PB1"	1
90	2095	"PB1"	1
237	1951	"PB1"	1
462	1936	"PB1"	1
249	1770	"PB1"	1
376	2132	"PB1"	1
402	2082	"PB1"	1
323	2089	"PB1"	1
216	1787	"PB1"	1
262	1896	"PB1"	1
336	2097	"PB1"	1
273	1796	"PB1"	1
405	2071	"PB1"	1
165	2015	"PB1"	1
221	1974	"PB1"	1
346	2030	"PB1"	1
365	1807	"PB1"	1
343	1874	"PB1"	1
274	2095	"PB1"	1
255	2074	"PB1"	1
406	1830	"PB1"	1
264	1894	"PB1"	1
312	2082	"PB1"	1
413	1875	"PB1"	1
460	1779	"PB1"	1
280	1997	"PB1"	1
384	1837	"PB1"	1
426	2113	"PB1"	1
199	2023	"PB1"	1
182	1881	"PB1"	1
89	1809	"PB1"	1
389	2124	"PB1"	1
231	2085	"PB1"	1
229	2062	"PB1"	1
216	2032	"PB1"	1
208	1793	"PB1"	1
133	2033	"PB1"	1
321	1763	"PB1"	1
126	1767	"PB1"	1
190	1767	"PB1"	1
91	1959	"PB1"	1
292	2101	"PB1"	1
92	2115	"PB1"	1
123	1877	"PB1"	1
427	2018	"PB1"	1
192	2105	"PB1"	1
90	1911	"PB1"	1
195	1799	"PB1"	1
237	1948	"PB1"	1
333	2086	"PB1"	1
244	2058	"PB1"	1
257	2109	"PB1"	1
303	1821	"PB1"	1
464	2105	"PB1"	1
413	1914	"PB1"	1
454	2041	"PB1"	1
390	1814	"PB1"	1
231	1907	"PB1"	1
97	1824	"PB1"	1
225	1776	"PB1"	1
415	2145	"PB1"	1
397	2044	"PB1"	1
234	1968	"PB1"	1
203	1833	"PB1"	1
384	1981	"PB1"	1
367	2069	"PB1"	1
179	2008	"PB1"	1
365	1899	"PB1"	1
157	1777	"PB1"	1
135	1971	"PB1"	1
359	1784	"PB1"	1
405	2151	"PB1"	1
91	2084	"PB1"	1
148	2004	"PB1"	1
103	1885	"PB1"	1
336	2084	"PB1"	1
396	1777	"PB1"	1
84	2154	"PB1"	1
101	1825	"PB1"	1
449	1898	"PB1"	1
440	1942	"PB1"	1
434	2019	"PB1"	1
414	2125	"PB1"	1
451	2114	"PB1"	1
118	1850	"PB1"	1
241	2057	"PB1"	1
240	1877	"PB1"	1
413	2033	"PB1"	1
433	2047	"PB1"	1
458	1894	"PB1"	1
285	2163	"PB1"	1
425	1874	"PB1"	1
441	1824	"PB1"	1
382	2163	"PB1"	1
478	2079	"PB1"	1
243	2051	"PB1"	1
228	2015	"PB1"	1
182	1829	"PB1"	1
128	1945	"PB1"	1
382	2146	"PB1"	1
202	2085	"PB1"	1
355	1772	"PB1"	1
407	1922	"PB1"	1
206	1903	"PB1"	1
390	1768	"PB1"	1
364	1872	"PB1"	1
148	2082	"PB1"	1
280	1765	"PB1"	1
379	1976	"PB1"	1
196	1773	"PB1"	1
429	2150	"PB1"	1
333	1861	"PB1"	1
225	1943	"PB1"	1
400	1998	"PB1"	1
397	1993	"PB1"	1
311	1914	"PB1"	1
361	1938	"PB1"	1
131	1952	"PB1"	1
465	2162	"PB1"	1
477	1775	"PB1"	1
277	2141	"PB1"	1
265	1830	"PB1"	1
106	1849	"PB1"	1
111	1831	"PB1"	1
150	1823	"PB1"	1
414	2155	"PB1"	1
176	2000	"PB1"	1
271	1953	"PB1"	1
249	1893	"PB1"	1
224	2011	"PB1"	1
311	1767	"PB1"	1
247	2056	"PB1"	1
112	1780	"PB1"	1
392	1952	"PB1"	1
308	1973	"PB1"	1
125	2062	"PB1"	1
88	2145	"PB1"	1
261	2064	"PB1"	1
317	2019	"PB1"	1
156	2016	"PB1"	1
344	1933	"PB1"	1
347	2029	"PB1"	1
152	2068	"PB1"	1
333	1931	"PB1"	1
269	1807	"PB1"	1
403	1873	"PB1"	1
450	2009	"PB1"	1
446	2160	"PB1"	1
172	1986	"PB1"	1
380	1789	"PB1"	1
116	1790	"PB1"	1
281	1805	"PB1"	1
292	1908	"PB1"	1
187	2094	"PB1"	1
369	1791	"PB1"	1
86	1814	"PB1"	1
321	1834	"PB1"	1
409	1811	"PB1"	1
243	1978	"PB1"	1
168	2047	"PB1"	1
459	1870	"PB1"	1
221	2117	"PB1"	1
398	1781	"PB1"	1
191	2046	"PB1"	1
380	1958	"PB1"	1
246	1837	"PB1"	1
376	1769	"PB1"	1
432	1991	"PB1"	1
185	1795	"PB1"	1
241	1891	"PB1"	1
247	2027	"PB1"	1
317	2051	"PB1"	1
406	1893	"PB1"	1
126	2102	"PB1"	1
308	1987	"PB1"	1
447	1847	"PB1"	1
345	1816	"PB1"	1
314	1873	"PB1"	1
142	2042	"PB1"	1
219	1827	"PB1"	1
469	1873	"PB1"	1
292	2018	"PB1"	1
429	1892	"PB1"	1
170	2118	"PB1"	1
428	2022	"PB1"	1
94	2052	"PB1"	1
413	2114	"PB1"	1
389	2036	"PB1"	1
309	1905	"PB1"	1
331	2018	"PB1"	1
104	2004	"PB1"	1
425	1883	"PB1"	1
150	1796	"PB1"	1
270	1930	"PB1"	1
332	1794	"PB1"	1
408	1877	"PB1"	1
100	1879	"PB1"	1
474	1999	"PB1"	1
172	2053	"PB1"	1
200	2077	"PB1"	1
415	1840	"PB1"	1
349	1764	"PB1"	1
373	2008	"PB1"	1
375	1856	"PB1"	1
194	2132	"PB1"	1
341	1771	"PB1"	1
342	1895	"PB1"	1
182	2110	"PB1"	1
444	1918	"PB1"	1
294	1774	"PB1"	1
296	1858	"PB1"	1
470	2120	"PB1"	1
262	1808	"PB1"	1
252	1978	"PB1"	1
110	1892	"PB1"	1
128	1793	"PB1"	1
249	1792	"PB1"	1
183	1941	"PB1"	1
201	1882	"PB1"	1
177	2028	"PB1"	1
392	2134	"PB1"	1
283	1855	"PB1"	1
289	1928	"PB1"	1
294	1870	"PB1"	1
292	1906	"PB1"	1
452	2024	"PB1"	1
293	2032	"PB1"	1
146	1937	"PB1"	1
144	1763	"PB1"	1
124	1963	"PB1"	1
397	2020	"PB1"	1
273	2046	"PB1"	1
391	1962	"PB1"	1
429	1840	"PB1"	1
407	1805	"PB1"	1
472	2004	"PB1"	1
334	1784	"PB1"	1
296	2016	"PB1"	1
151	1829	"PB1"	1
450	1836	"PB1"	1
253	1788	"PB1"	1
241	1997	"PB1"	1
232	2107	"PB1"	1
82	1785	"PB1"	1
400	1922	"PB1"	1
228	1964	"PB1"	1
179	1869	"PB1"	1
298	1773	"PB1"	1
299	1869	"PB1"	1
175	2020	"PB1"	1
392	2157	"PB1"	1
240	2120	"PB1"	1
142	1895	"PB1"	1
475	1907	"PB1"	1
379	1993	"PB1"	1
80	2124	"PB1"	1
313	1935	"PB1"	1
83	2009	"PB1"	1
400	2116	"PB1"	1
317	2035	"PB1"	1
468	2148	"PB1"	1
378	1886	"PB1"	1
317	2051	"PB1"	1
176	1814	"PB1"	1
304	2014	"PB1"	1
418	1856	"PB1"	1
463	1844	"PB1"	1
156	2002	"PB1"	1
242	2125	"PB1"	1
229	1991	"PB1"	1
371	2136	"PB1"	1
309	1970	"PB1"	1
188	1770	"PB1"	1
290	1835	"PB1"	1
416	1937	"PB1"	1
156	2082	"PB1"	1
290	2019	"PB1"	1
317	1847	"PB1"	1
330	1955	"PB1"	1
244	2057	"PB1"	1
437	1939	"PB1"	1
300	2107	"PB1"	1
167	1907	"PB1"	1
171	1973	"PB1"	1
397	1873	"PB1"	1
92	2103	"PB1"	1
465	1910	"PB1"	1
341	1947	"PB1"	1
129	1960	"PB1"	1
412	2058	"PB1"	1
179	1833	"PB1"	1
204	1800	"PB1"	1
96	1977	"PB1"	1
456	1994	"PB1"	1
130	1929	"PB1"	1
227	2057	"PB1"	1
284	2102	"PB1"	1
242	2060	"PB1"	1
366	2036	"PB1"	1
250	2157	"PB1"	1
218	2080	"PB1"	1
178	1831	"PB1"	1
236	2144	"PB1"	1
82	2116	"PB1"	1
388	1875	"PB1"	1
209	2119	"PB1"	1
153	1764	"PB1"	1
413	2086	"PB1"	1
296	2048	"PB1"	1
233	2031	"PB1"	1
247	2084	"PB1"	1
139	2020	"PB1"	1
393	1953	"PB1"	1
245	2151	"PB1"	1
329	1890	"PB1"	1
162	2101	"PB1"	1
280	1922	"PB1"	1
131	1970	"PB1"	1
417	1872	"PB1"	1
461	2134	"PB1"	1
145	2009	"PB1"	1
155	2079	"PB1"	1
148	2147	"PB1"	1
173	1890	"PB1"	1
126	1846	"PB1"	1
82	2095	"PB1"	1
338	1789	"PB1"	1
441	2147	"PB1"	1
100	2018	"PB1"	1
295	1977	"PB1"	1
142	1935	"PB1"	1
361	1927	"PB1"	1
284	2008	"PB1"	1
282	1949	"PB1"	1
367	2036	"PB1"	1
179	1959	"PB1"	1
145	1930	"PB1"	1
428	1973	"PB1"	1
475	1938	"PB1"	1
343	1827	"PB1"	1
418	1907	"PB1"	1
382	1841	"PB1"	1
102	1895	"PB1"	1
301	1799	"PB1"	1
238	1889	"PB1"	1
122	1932	"PB1"	1
294	2012	"PB1"	1
324	1836	"PB1"	1
235	1889	"PB1"	1
434	1954	"PB1"	1
224	1925	"PB1"	1
162	2031	"PB1"	1
355	1942	"PB1"	1
348	1928	"PB1"	1
149	1786	"PB1"	1
342	1814	"PB1"	1
370	1904	"PB1"	1
388	1923	"PB1"	1
110	1926	"PB1"	1
422	2040	"PB1"	1
383	2031	"PB1"	1
107	1882	"PB1"	1
472	1869	"PB1"	1
225	1852	"PB1"	1
255	2156	"PB1"	1
109	1823	"PB1"	1
337	2122	"PB1"	1
241	1931	"PB1"	1
171	1952	"PB1"	1
363	2115	"PB1"	1
346	1980	"PB1"	1
370	1794	"PB1"	1
86	2156	"PB1"	1
343	1876	"PB1"	1
372	1892	"PB1"	1
419	1954	"PB1"	1
349	1912	"PB1"	1
195	1909	"PB1"	1
118	1912	"PB1"	1
301	1893	"PB1"	1
454	1983	"PB1"	1
128	1846	"PB1"	1
421	2085	"PB1"	1
185	1873	"PB1"	1
349	1925	"PB1"	1
289	1822	"PB1"	1
257	2058	"PB1"	1
379	1818	"PB1"	1
355	2045	"PB1"	1
139	1807	"PB1"	1
236	1861	"PB1"	1
283	1931	"PB1"	1
150	1938	"PB1"	1
410	2006	"PB1"	1
281	1950	"PB1"	1
318	1875	"PB1"	1
82	2090	"PB1"	1
240	2019	"PB1"	1
447	1820	"PB1"	1
177	2063	"PB1"	1
469	2077	"PB1"	1
304	2045	"PB1"	1
244	2050	"PB1"	1
208	2005	"PB1"	1
296	1968	"PB1"	1
431	2104	"PB1"	1
113	2160	"PB1"	1
371	1977	"PB1"	1
93	2129	"PB1"	1
230	1889	"PB1"	1
425	2136	"PB1"	1
388	1886	"PB1"	1
305	1833	"PB1"	1
252	2100	"PB1"	1
113	2021	"PB1"	1
352	2059	"PB1"	1
331	1766	"PB1"	1
176	2047	"PB1"	1
156	2042	"PB1"	1
414	2160	"PB1"	1
163	1847	"PB1"	1
460	2129	"PB1"	1
198	2022	"PB1"	1
179	2051	"PB1"	1
260	1984	"PB1"	1
94	1878	"PB1"	1
365	1935	"PB1"	1
384	2026	"PB1"	1
230	1857	"PB1"	1
188	1936	"PB1"	1
472	1900	"PB1"	1
204	1789	"PB1"	1
134	1792	"PB1"	1
398	2123	"PB1"	1
155	1902	"PB1"	1
264	1884	"PB1"	1
123	1849	"PB1"	1
185	2153	"PB1"	1
342	1781	"PB1"	1
468	1791	"PB1"	1
364	2064	"PB1"	1
99	1856	"PB1"	1
313	1970	"PB1"	1
469	1882	"PB1"	1
356	1823	"PB1"	1
278	2056	"PB1"	1
448	1824	"PB1"	1
320	1906	"PB1"	1
223	2072	"PB1"	1
192	1866	"PB1"	1
306	1826	"PB1"	1
295	1896	"PB1"	1
439	1850	"PB1"	1
102	1983	"PB1"	1
336	2149	"PB1"	1
108	1815	"PB1"	1
362	1806	"PB1"	1
251	1836	"PB1"	1
157	1980	"PB1"	1
288	2134	"PB1"	1
378	2062	"PB1"	1
249	1784	"PB1"	1
424	1813	"PB1"	1
162	1864	"PB1"	1
274	2063	"PB1"	1
333	1995	"PB1"	1
173	1966	"PB1"	1
155	2156	"PB1"	1
252	2119	"PB1"	1
315	1870	"PB1"	1
334	2094	"PB1"	1
324	2105	"PB1"	1
380	2001	"PB1"	1
312	1833	"PB1"	1
274	2152	"PB1"	1
290	1962	"PB1"	1
445	2129	"PB1"	1
134	2156	"PB1"	1
178	2045	"PB1"	1
287	1847	"PB1"	1
469	1866	"PB1"	1
296	2042	"PB1"	1
164	1894	"PB1"	1
249	1777	"PB1"	1
263	1929	"PB1"	1
172	2125	"PB1"	1
220	1826	"PB1"	1
439	1789	"PB1"	1
287	1989	"PB1"	1
137	1934	"PB1"	1
423	1805	"PB1"	1
350	2027	"PB1"	1
316	2154	"PB1"	1
352	1845	"PB1"	1
127	1882	"PB1"	1
341	2086	"PB1"	1
420	2037	"PB1"	1
105	1837	"PB1"	1
218	2097	"PB1"	1
270	1889	"PB1"	1
305	1927	"PB1"	1
143	1949	"PB1"	1
159	1807	"PB1"	1
122	2127	"PB1"	1
146	1828	"PB1"	1
404	1953	"PB1"	1
86	1949	"PB1"	1
190	1845	"PB1"	1
150	2088	"PB1"	1
299	1895	"PB1"	1
130	2027	"PB1"	1
398	1928	"PB1"	1
217	2107	"PB1"	1
111	2156	"PB1"	1
119	2045	"PB1"	1
220	2032	"PB1"	1
233	1995	"PB1"	1
407	1898	"PB1"	1
463	2103	"PB1"	1
297	2011	"PB1"	1
209	2032	"PB1"	1
185	1998	"PB1"	1
472	1976	"PB1"	1
295	2078	"PB1"	1
331	1785	"PB1"	1
108	2056	"PB1"	1
475	2152	"PB1"	1
233	1851	"PB1"	1
427	2097	"PB1"	1
140	1764	"PB1"	1
322	1805	"PB1"	1
100	2056	"PB1"	1
101	2037	"PB1"	1
106	1973	"PB1"	1
283	1887	"PB1"	1
291	2160	"PB1"	1
425	1931	"PB1"	1
290	1826	"PB1"	1
356	1988	"PB1"	1
448	2115	"PB1"	1
448	2100	"PB1"	1
427	1765	"PB1"	1
200	2085	"PB1"	1
238	1895	"PB1"	1
320	2052	"PB1"	1
113	1917	"PB1"	1
116	2121	"PB1"	1
416	1925	"PB1"	1
135	2051	"PB1"	1
210	2139	"PB1"	1
398	1870	"PB1"	1
468	2122	"PB1"	1
343	2042	"PB1"	1
95	2092	"PB1"	1
323	1994	"PB1"	1
429	1873	"PB1"	1
364	2094	"PB1"	1
398	2109	"PB1"	1
160	2101	"PB1"	1
245	1895	"PB1"	1
146	1813	"PB1"	1
437	1992	"PB1"	1
454	1934	"PB1"	1
266	2131	"PB1"	1
267	1796	"PB1"	1
99	2053	"PB1"	1
250	1886	"PB1"	1
267	2139	"PB1"	1
219	1839	"PB1"	1
416	2039	"PB1"	1
98	2109	"PB1"	1
445	2139	"PB1"	1
114	2073	"PB1"	1
153	1765	"PB1"	1
291	1770	"PB1"	1
250	2121	"PB1"	1
148	1809	"PB1"	1
235	2116	"PB1"	1
84	1811	"PB1"	1
136	2109	"PB1"	1
163	1997	"PB1"	1
471	1915	"PB1"	1
472	2006	"PB1"	1
315	2108	"PB1"	1
375	1884	"PB1"	1
284	2076	"PB1"	1
224	2128	"PB1"	1
374	2079	"PB1"	1
367	1946	"PB1"	1
409	1988	"PB1"	1
203	1859	"PB1"	1
274	1927	"PB1"	1
458	1912	"PB1"	1
234	2101	"PB1"	1
367	1897	"PB1"	1
366	1887	"PB1"	1
373	2013	"PB1"	1
476	2150	"PB1"	1
306	1887	"PB1"	1
199	2088	"PB1"	1
358	1918	"PB1"	1
146	2097	"PB1"	1
370	1823	"PB1"	1
314	1882	"PB1"	1
437	1784	"PB1"	1
156	2053	"PB1"	1
117	2158	"PB1"	1
367	1940	"PB1"	1
105	2106	"PB1"	1
273	2063	"PB1"	1
228	2026	"PB1"	1
373	1777	"PB1"	1
106	1856	"PB1"	1
341	1915	"PB1"	1
273	1820	"PB1"	1
112	2019	"PB1"	1
87	1825	"PB1"	1
333	2053	"PB1"	1
158	1986	"PB1"	1
468	1902	"PB1"	1
318	2073	"PB1"	1
283	1765	"PB1"	1
285	2068	"PB1"	1
186	2148	"PB1"	1
210	2057	"PB1"	1
199	2144	"PB1"	1
82	2120	"PB1"	1
352	2088	"PB1"	1
429	2135	"PB1"	1
236	2010	"PB1"	1
84	1827	"PB1"	1
456	1844	"PB1"	1
210	2144	"PB1"	1
82	1858	"PB1"	1
314	1777	"PB1"	1
457	1828	"PB1"	1
268	1833	"PB1"	1
241	1825	"PB1"	1
188	2056	"PB1"	1
338	2059	"PB1"	1
471	2027	"PB1"	1
91	1812	"PB1"	1
403	2095	"PB1"	1
429	2137	"PB1"	1
433	1818	"PB1"	1
203	1821	"PB1"	1
466	1973	"PB1"	1
366	2088	"PB1"	1
299	1960	"PB1"	1
462	1969	"PB1"	1
162	1990	"PB1"	1
468	2006	"PB1"	1
94	2051	"PB1"	1
151	2110	"PB1"	1
469	1775	"PB1"	1
139	2086	"PB1"	1
335	2082	"PB1"	1
203	2108	"PB1"	1
348	1791	"PB1"	1
417	1796	"PB1"	1
400	2105	"PB1"	1
92	1931	"PB1"	1
261	1827	"PB1"	1
194	1975	"PB1"	1
80	2139	"PB1"	1
298	2100	"PB1"	1
334	1943	"PB1"	1
282	1838	"PB1"	1
383	1844	"PB1"	1
258	2018	"PB1"	1
168	2018	"PB1"	1
299	2123	"PB1"	1
147	2080	"PB1"	1
99	1866	"PB1"	1
111	1817	"PB1"	1
398	2112	"PB1"	1
345	1781	"PB1"	1
221	2086	"PB1"	1
244	2114	"PB1"	1
90	1807	"PB1"	1
196	2032	"PB1"	1
169	1798	"PB1"	1
86	2083	"PB1"	1
450	1823	"PB1"	1
479	1899	"PB1"	1
379	2033	"PB1"	1
414	1808	"PB1"	1
333	1972	"PB1"	1
100	1820	"PB1"	1
393	1904	"PB1"	1
110	2131	"PB1"	1
394	1906	"PB1"	1
375	1780	"PB1"	1
409	1802	"PB1"	1
246	2042	"PB1"	1
468	2060	"PB1"	1
134	2025	"PB1"	1
189	2071	"PB1"	1
213	1905	"PB1"	1
334	1806	"PB1"	1
284	1845	"PB1"	1
311	2138	"PB1"	1
467	2120	"PB1"	1
475	2098	"PB1"	1
271	2032	"PB1"	1
125	2057	"PB1"	1
206	1765	"PB1"	1
475	1874	"PB1"	1
356	1938	"PB1"	1
214	1995	"PB1"	1
309	2143	"PB1"	1
268	2017	"PB1"	1
409	2093	"PB1"	1
445	1966	"PB1"	1
147	1940	"PB1"	1
258	2092	"PB1"	1
235	2072	"PB1"	1
350	1980	"PB1"	1
197	2070	"PB1"	1
470	1973	"PB1"	1
373	2155	"PB1"	1
104	2097	"PB1"	1
460	1939	"PB1"	1
266	1890	"PB1"	1
154	2041	"PB1"	1
286	1978	"PB1"	1
473	1999	"PB1"	1
333	2034	"PB1"	1
156	2094	"PB1"	1
208	2140	"PB1"	1
330	1832	"PB1"	1
287	1964	"PB1"	1
444	1950	"PB1"	1
106	1820	"PB1"	1
169	1888	"PB1"	1
110	2034	"PB1"	1
426	1763	"PB1"	1
441	1884	"PB1"	1
173	2129	"PB1"	1
157	1795	"PB1"	1
371	2077	"PB1"	1
376	1868	"PB1"	1
204	1915	"PB1"	1
212	1893	"PB1"	1
216	2018	"PB1"	1
186	2121	"PB1"	1
442	2002	"PB1"	1
399	1795	"PB1"	1
326	1880	"PB1"	1
366	1929	"PB1"	1
249	1957	"PB1"	1
167	1990	"PB1"	1
263	2150	"PB1"	1
317	2073	"PB1"	1
403	2081	"PB1"	1
338	1867	"PB1"	1
191	2051	"PB1"	1
91	1811	"PB1"	1
348	1886	"PB1"	1
384	2125	"PB1"	1
421	1885	"PB1"	1
359	1883	"PB1"	1
296	1979	"PB1"	1
318	2005	"PB1"	1
222	1973	"PB1"	1
418	1892	"PB1"	1
188	1966	"PB1"	1
470	2132	"PB1"	1
277	1797	"PB1"	1
190	1781	"PB1"	1
379	2064	"PB1"	1
111	1795	"PB1"	1
332	1868	"PB1"	1
274	1866	"PB1"	1
314	2131	"PB1"	1
344	1832	"PB1"	1
405	1820	"PB1"	1
103	1872	"PB1"	1
324	1981	"PB1"	1
443	1962	"PB1"	1
189	1818	"PB1"	1
203	1792	"PB1"	1
430	1842	"PB1"	1
456	1899	"PB1"	1
240	2009	"PB1"	1
332	1811	"PB1"	1
374	1890	"PB1"	1
294	2010	"PB1"	1
212	1882	"PB1"	1
113	1811	"PB1"	1
262	1783	"PB1"	1
266	2048	"PB1"	1
362	1890	"PB1"	1
86	1970	"PB1"	1
205	2087	"PB1"	1
450	1794	"PB1"	1
418	2019	"PB1"	1
367	1968	"PB1"	1
135	1915	"PB1"	1
270	2051	"PB1"	1
105	1790	"PB1"	1
383	1814	"PB1"	1
280	1948	"PB1"	1
135	1879	"PB1"	1
349	1995	"PB1"	1
158	2100	"PB1"	1
160	2117	"PB1"	1
201	1792	"PB1"	1
411	1771	"PB1"	1
398	1900	"PB1"	1
131	1978	"PB1"	1
251	1914	"PB1"	1
407	2045	"PB1"	1
291	2097	"PB1"	1
301	2144	"PB1"	1
238	1819	"PB1"	1
309	1911	"PB1"	1
143	1873	"PB1"	1
340	2107	"PB1"	1
369	2153	"PB1"	1
120	1926	"PB1"	1
286	1994	"PB1"	1
380	1969	"PB1"	1
90	2009	"PB1"	1
301	2094	"PB1"	1
230	1984	"PB1"	1
118	1954	"PB1"	1
196	2114	"PB1"	1
387	1919	"PB1"	1
368	1881	"PB1"	1
274	2138	"PB1"	1
117	1805	"PB1"	1
249	1893	"PB1"	1
99	1770	"PB1"	1
345	2026	"PB1"	1
342	1840	"PB1"	1
217	1861	"PB1"	1
363	2148	"PB1"	1
382	1932	"PB1"	1
220	1941	"PB1"	1
375	2016	"PB1"	1
382	1764	"PB1"	1
190	1873	"PB1"	1
395	2073	"PB1"	1
408	1981	"PB1"	1
87	2159	"PB1"	1
212	1783	"PB1"	1
196	1809	"PB1"	1
80	2066	"PB1"	1
93	1987	"PB1"	1
126	2003	"PB1"	1
272	1931	"PB1"	1
458	1790	"PB1"	1
409	1768	"PB1"	1
210	2070	"PB1"	1
470	1776	"PB1"	1
146	2105	"PB1"	1
374	2148	"PB1"	1
437	1931	"PB1"	1
138	2123	"PB1"	1
338	1994	"PB1"	1
430	2048	"PB1"	1
450	1826	"PB1"	1
129	1991	"PB1"	1
90	1964	"PB1"	1
97	2102	"PB1"	1
268	1814	"PB1"	1
184	1843	"PB1"	1
357	2065	"PB1"	1
258	1798	"PB1"	1
359	2099	"PB1"	1
237	2074	"PB1"	1
137	2029	"PB1"	1
121	1895	"PB1"	1
456	1792	"PB1"	1
125	1904	"PB1"	1
306	1790	"PB1"	1
153	1884	"PB1"	1
435	1954	"PB1"	1
200	1860	"PB1"	1
215	2110	"PB1"	1
459	1869	"PB1"	1
89	1985	"PB1"	1
222	1879	"PB1"	1
292	1915	"PB1"	1
249	1930	"PB1"	1
320	2095	"PB1"	1
140	2135	"PB1"	1
449	2125	"PB1"	1
148	2067	"PB1"	1
254	1804	"PB1"	1
135	1879	"PB1"	1
90	1991	"PB1"	1
216	2017	"PB1"	1
124	1867	"PB1"	1
317	1880	"PB1"	1
92	2114	"PB1"	1
146	2109	"PB1"	1
394	2098	"PB1"	1
329	2061	"PB1"	1
87	2129	"PB1"	1
205	2125	"PB1"	1
455	1781	"PB1"	1
441	1830	"PB1"	1
388	2036	"PB1"	1
423	1809	"PB1"	1
476	2101	"PB1"	1
295	2099	"PB1"	1
138	2061	"PB1"	1
251	2121	"PB1"	1
416	1797	"PB1"	1
129	1975	"PB1"	1
161	1785	"PB1"	1
153	1999	"PB1"	1
372	1797	"PB1"	1
219	1901	"PB1"	1
304	1853	"PB1"	1
456	1930	"PB1"	1
153	1985	"PB1"	1
312	1877	"PB1"	1
258	1769	"PB1"	1
107	1901	"PB1"	1
188	1802	"PB1"	1
182	2138	"PB1"	1
383	1981	"PB1"	1
151	1857	"PB1"	1
393	1922	"PB1"	1
373	1787	"PB1"	1
461	1993	"PB1"	1
125	1910	"PB1"	1
89	2034	"PB1"	1
144	2028	"PB1"	1
359	1910	"PB1"	1
190	2106	"PB1"	1
259	2036	"PB1"	1
244	1862	"PB1"	1
428	2032	"PB1"	1
280	1806	"PB1"	1
389	2060	"PB1"	1
226	1922	"PB1"	1
195	1953	"PB1"	1
221	1791	"PB1"	1
365	1919	"PB1"	1
289	1965	"PB1"	1
316	1906	"PB1"	1
431	1911	"PB1"	1
146	2153	"PB1"	1
97	1981	"PB1"	1
197	2023	"PB1"	1
374	2033	"PB1"	1
456	1986	"PB1"	1
428	1793	"PB1"	1
167	2079	"PB1"	1
474	1942	"PB1"	1
265	2160	"PB1"	1
185	2094	"PB1"	1
198	1790	"PB1"	1
226	2060	"PB1"	1
460	1993	"PB1"	1
413	1792	"PB1"	1
316	1827	"PB1"	1
325	1963	"PB1"	1
449	1926	"PB1"	1
457	1801	"PB1"	1
168	1985	"PB1"	1
382	2120	"PB1"	1
394	1928	"PB1"	1
121	1937	"PB1"	1
268	1899	"PB1"	1
83	1885	"PB1"	1
378	1949	"PB1"	1
358	1904	"PB1"	1
459	2154	"PB1"	1
462	2100	"PB1"	1
218	2084	"PB1"	1
186	2052	"PB1"	1
180	1972	"PB1"	1
429	1940	"PB1"	1
205	2021	"PB1"	1
206	1791	"PB1"	1
215	1834	"PB1"	1
214	1976	"PB1"	1
398	2037	"PB1"	1
122	2121	"PB1"	1
225	1804	"PB1"	1
431	1991	"PB1"	1
349	2123	"PB1"	1
386	1855	"PB1"	1
388	1898	"PB1"	1
395	1795	"PB1"	1
309	2150	"PB1"	1
177	1813	"PB1"	1
301	1991	"PB1"	1
143	1840	"PB1"	1
191	1911	"PB1"	1
108	2134	"PB1"	1
430	1765	"PB1"	1
146	2042	"PB1"	1
343	2025	"PB1"	1
410	2112	"PB1"	1
423	2150	"PB1"	1
156	2150	"PB1"	1
349	2025	"PB1"	1
364	2022	"PB1"	1
125	2136	"PB1"	1
379	1821	"PB1"	1
178	1843	"PB1"	1
177	2104	"PB1"	1
89	1988	"PB1"	1
149	1918	"PB1"	1
193	1781	"PB1"	1
82	1951	"PB1"	1
358	1815	"PB1"	1
122	1943	"PB1"	1
303	1954	"PB1"	1
423	1859	"PB1"	1
278	1910	"PB1"	1
331	2159	"PB1"	1
180	1781	"PB1"	1
430	2134	"PB1"	1
224	1902	"PB1"	1
195	1836	"PB1"	1
361	2000	"PB1"	1
102	1796	"PB1"	1
182	1858	"PB1"	1
335	1969	"PB1"	1
464	1941	"PB1"	1
79	1837	"PB1"	1
241	2013	"PB1"	1
471	1988	"PB1"	1
304	1920	"PB1"	1
199	1810	"PB1"	1
434	2117	"PB1"	1
85	1787	"PB1"	1
246	2098	"PB1"	1
